imageid,url,pitch,yaw,roll,manual_pitch,manual_yaw,object_id,object_title,object_classification,object_department,object_division,object_artist,object_century,object_datebegin,object_culture,object_provenance,object_dimensions,object_medium,object_technique,object_accessionyear
440756,"https://ids.lib.harvard.edu/ids/iiif/400096538/702,390,655,873/full/0/native.jpg",-8,3,-2,0,0,285754,Rufus Choate,Photographs,Department of Photographs,European and American Art,Attributed to Josiah Johnson Hawes,19th century,1855,American,NA,image: 52 x 40 cm (20 1/2 x 15 3/4 in.),NA,Albumen silver print,NA
441360,"https://ids.lib.harvard.edu/ids/iiif/400098197/460,314,957,1276/full/0/native.jpg",-10,-17,2,0,0,227805,Portrait of a Woman,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Dirck Dirckszoon van Santvoort,17th century,1640,Dutch,NA,69.2 × 56.2 cm (27 1/4 × 22 1/8 in.)\r\nframe: 125.4 × 109.9 × 11.4 cm (49 3/8 × 43 1/4 × 4 1/2 in.),Oil on panel,NA,1969
441375,"https://ids.lib.harvard.edu/ids/iiif/400098241/383,131,874,1165/full/0/native.jpg",-17,-10,-6,0,-5,230040,Portrait of a Young Woman with Pearl Necklaces,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Théodore Chassériau,19th century,1841,French,"Duc de Trévise, 1931, sold; [his sale, Galerie Charpentier, Paris, May 19, 1938, no. 21]; to Grenville L. Winthrop, bequest; to Fogg Art Museum, 1943. \r\n\r\nLéonce Bénédite gives duc de Trevise as owner in 1931 catalogue.\r\n",79.38 x 65.41 cm (31 1/4 x 25 3/4 in.),Oil on canvas,NA,1943
441689,"https://ids.lib.harvard.edu/ids/iiif/400100262/484,334,605,807/full/0/native.jpg",-6,-20,3,6,-14,230045,"Empress Joséphine (1763-1814), after Chinard",Sculpture,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Unidentified Artist,19th century,1806,French,"E. F. Bonaventure Inc., New York, NY, sold to Grenville L. Winthrop, 1927.\r\nGrenville Lindall Winthrop, New York, NY, Purchased from E. F. Bonaventure, Inc., 1927, Bequest to the Fogg Art Museum, 1943. Winthrop paid $750\r\n",23.5 x 15.6 x 11 cm (9 1/4 x 6 1/8 x 4 5/16 in.)\r\nwith base: 30.5 x 15.6 x 11 cm (12 x 6 1/8 x 4 5/16 in.),Hard paste porcelain (bisque),NA,1943
441916,"https://ids.lib.harvard.edu/ids/iiif/400108085/1389,0,504,587/full/0/native.jpg",4,-13,14,0,-14,285430,"Cotton Picker: Ten Years, Robbery and Assault",Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1967,American,NA,actual: 27.9 x 35.5 cm (11 x 14 in.),NA,Gelatin silver print,1972
442142,"https://ids.lib.harvard.edu/ids/iiif/400110890/369,273,841,1121/full/0/native.jpg",-9,23,4,0,0,297115,Portrait of Frédéric Villot,Drawings,Department of Drawings,European and American Art,Ferdinand-Victor-Eugène Delacroix,19th century,1835,French,"Artist's studio; his posthumous sale, Paris, 17-24 February 1864; A. Robaut; J. F. Gigoux; his sale, Paris, 1882; Théodore Duret; César M. de Hauke, sold; to Meta and Paul J. Sachs, bequest; to Fogg Art Museum, 1949, inv. no. 1949.6",33.3 x 23.7 cm (13 1/8 x 9 5/16 in.),"Dark gray and black chalk with some graphite and very soft charcoal or black crayon accents, scraping and extensive stumping, on cream wove paper; lightly textured",NA,1949
442245,"https://ids.lib.harvard.edu/ids/iiif/400112991/774,717,413,551/full/0/native.jpg",4,-5,-2,0,0,339898,"“Died for Freedom” poster [A flyer announcing a memorial for the three civil rights workers murdered by the Ku Klux Klan and buried in the earth dam of a cattle pond on June 21, 1964. On August 4, the bodies of Schwerner, Goodman, and Chaney were uncovered by the FBI. On the same day, President Johnson began the bombing of North Vietnam]",Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1964,American,"Private collection, gift; to the Harvard Art Museums, 2013",26.3 x 17.4 cm (10 3/8 x 6 7/8 in.)\r\nsheet: 35.6 x 27.9 cm (14 x 11 in.),NA,Gelatin silver print,2013
442256,"https://ids.lib.harvard.edu/ids/iiif/400113035/1753,126,469,625/full/0/native.jpg",6,-75,-6,-6,-60,339876,"Zellner, Bernice Reagon, Cordell Reagon, Dottie Miller (Zellner), and Avon Rollins",Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1963,American,"Private collection, gift; to the Harvard Art Museums, 2013",22 x 32.5 cm (8 11/16 x 12 13/16 in.)\r\nsheet: 27.9 x 35.6 cm (11 x 14 in.),NA,Gelatin silver print,2013
442306,"https://ids.lib.harvard.edu/ids/iiif/400113265/195,441,454,605/full/0/native.jpg",-6,6,1,0,0,350124,A Course in Miracles,Photographs,Department of Photographs,Modern and Contemporary Art,Audrey Flack,20th century,1978,American,"Sidney and Shirley Singer, gift; to the Harvard Art Museums, 2013.",37.5 x 56.9 cm (14 3/4 x 22 3/8 in.)\r\nmount: 50.8 x 61 cm (20 x 24 in.),NA,Dye transfer print,2013
442306,"https://ids.lib.harvard.edu/ids/iiif/400113265/1277,509,703,937/full/0/native.jpg",-15,6,-9,0,0,350124,A Course in Miracles,Photographs,Department of Photographs,Modern and Contemporary Art,Audrey Flack,20th century,1978,American,"Sidney and Shirley Singer, gift; to the Harvard Art Museums, 2013.",37.5 x 56.9 cm (14 3/4 x 22 3/8 in.)\r\nmount: 50.8 x 61 cm (20 x 24 in.),NA,Dye transfer print,2013
442340,"https://ids.lib.harvard.edu/ids/iiif/400113457/68,381,1118,1491/full/0/native.jpg",0,-6,-11,12,-14,199830,Head of Buddha,Sculpture,Department of Asian Art,Asian and Mediterranean Art,NA,12th-13th century,1167,Cambodian,NA,H. 23.5 x W. 16 x D. 17 cm (9 1/4 x 6 5/16 x 6 11/16 in.)\r\nH. including mount and base: 44 cm (17 5/16 in.),Stone,NA,1928
442425,"https://ids.lib.harvard.edu/ids/iiif/400115116/582,927,584,779/full/0/native.jpg",3,-9,-13,0,0,350195,"Ann Harding, Beverly Hills, California",Photographs,Department of Photographs,Modern and Contemporary Art,Edward Steichen,20th century,1931,American,"Gift of Sidney and Shirley Singer, gift; to the Harvard Art Museums, 2013.",33.6 x 26.5 cm (13 1/4 x 10 7/16 in.)\r\nmount: 50.5 x 40.5 cm (19 7/8 x 15 15/16 in.),NA,Gelatin silver print,2013
442658,"https://ids.lib.harvard.edu/ids/iiif/400116938/617,384,589,785/full/0/native.jpg",1,-35,1,0,0,349751,Portrait of Frans van Mieris,Prints,Department of Prints,European and American Art,Carel de Moor,17th century,1685,Dutch,"[Emanuel von Baeyer, London], sold; to Harvard Art Museums, 2013",plate: 21.6 x 15.7 cm (8 1/2 x 6 3/16 in.)\r\nsheet: 24.7 x 18.9 cm (9 3/4 x 7 7/16 in.),"Etching, with drawn additions in gray wash, on off-white antique laid paper",Etching,2013
442896,"https://ids.lib.harvard.edu/ids/iiif/400118045/434,106,742,989/full/0/native.jpg",-5,11,-1,0,2,350156,"J. P. Morgan, New York",Photographs,Department of Photographs,Modern and Contemporary Art,Edward Steichen,20th century,1903,American,"Sidney and Shirley Singer, gift; to the Harvard Art Museums, 2013.",33.5 x 26.7 cm (13 3/16 x 10 1/2 in.)\r\nmount: 50.5 x 40.5 cm (19 7/8 x 15 15/16 in.),NA,Gelatin silver print,2013
442916,"https://ids.lib.harvard.edu/ids/iiif/400118247/440,340,1045,1393/full/0/native.jpg",-22,-10,-8,0,0,350173,"Marlene Dietrich, Hollywood",Photographs,Department of Photographs,Modern and Contemporary Art,Edward Steichen,20th century,1930,American,"Sidney and Shirley Singer, gift; to the Harvard Art Museums, 2013.",23.8 x 19 cm (9 3/8 x 7 1/2 in.)\r\nmount: 50.5 x 40.5 cm (19 7/8 x 15 15/16 in.),NA,Gelatin silver print,2013
443034,"https://ids.lib.harvard.edu/ids/iiif/400120380/585,178,618,824/full/0/native.jpg",-3,1,-1,0,0,350186,Gloria Swanson,Photographs,Department of Photographs,Modern and Contemporary Art,Edward Steichen,20th century,1927,American,"Gift of Sidney and Shirley Singer, gift; to the Harvard Art Museums, 2013.",33.3 x 26.4 cm (13 1/8 x 10 3/8 in.)\r\nmount: 50.5 x 40.5 cm (19 7/8 x 15 15/16 in.),NA,Gelatin silver print,2013
444777,"https://ids.lib.harvard.edu/ids/iiif/400219157/705,279,410,547/full/0/native.jpg",-1,21,2,2,-2,303672,"Kneeling Attendant Bodhisattva (from Mogao Cave 328, Dunhuang, Gansu province)",Sculpture,Department of Asian Art,Asian and Mediterranean Art,NA,7th century,667,Chinese,"From Mogao Cave 328, Dunhuang, Gansu province; acquired during the First Fogg Expedition to China (1923-24) led by Langdon Warner (1881-1955)",sight: H. 122 x Diam. approx. 71.1 cm (48 1/16 x 28 in.),Unfired clay mixed with fibers and straw modeled over wooden armature; with polychromy and gilding,NA,1924
445946,"https://ids.lib.harvard.edu/ids/iiif/400568476/697,566,493,657/full/0/native.jpg",-7,-60,6,-12,-66,352004,"Russian Orthodox Fund, New York City",Photographs,Department of Photographs,Modern and Contemporary Art,Larry Fink,20th century,1975,American,"George and Alexandra Stephanopoulos, gift; to Harvard Art Museums, 2014",35 x 35.8 cm (13 3/4 x 14 1/8 in.)\r\nsheet: 50.5 x 40.4 cm (19 7/8 x 15 7/8 in.),NA,Gelatin silver print,2014
446001,"https://ids.lib.harvard.edu/ids/iiif/400569464/1754,286,646,893/full/0/native.jpg",1,-18,-7,2,0,352111,"The Brown Sisters, Wellfleet, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2014,American,"Nicholas Nixon, Massachusetts, created 2014, sold; [Fraenkel Gallery, San Francisco]; to Harvard Art Museums, 2014.",20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2014
446258,"https://ids.lib.harvard.edu/ids/iiif/400578762/1141,179,315,420/full/0/native.jpg",-15,-10,-11,10,-6,351999,Still Life with Pewter Candlestick and Clarinet,Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,William Michael Harnett,19th century,1886,American,"Robert Brodhead Honeyman (d. 1987), San Juan Capistrano, California, by 1968. [Coeur d'Alene Art Auction, Hayden, Idaho, July 28, 2007, lot 109] sold; to Daniel and Susan Pollack, gift; to Harvard Art Museums, 2014.\r\n",43.2 x 53.3 cm (17 x 21 in.)\r\nframed: 83 x 72.7 cm (32 11/16 x 28 5/8 in.),Oil on canvas,NA,2014
446782,"https://ids.lib.harvard.edu/ids/iiif/400595643/1650,442,718,957/full/0/native.jpg",16,-4,-2,-14,-10,351558,Even Michelle Bachmann Believes We All Have The Same Civil Rights,Prints,Department of Prints,Modern and Contemporary Art,Guerrilla Girls,21st century,2012,American,"Guerrilla Girls, sold; to the Harvard Art Museums, 2014.",45.7 x 61 cm (18 x 24 in.),NA,Offset print,2014
446844,"https://ids.lib.harvard.edu/ids/iiif/400780341/1124,107,481,641/full/0/native.jpg",13,-3,-2,2,-20,337923,Girls in Locker Room,Photographs,Department of Photographs,Modern and Contemporary Art,Christine Osinski,20th century,1990,American,"Christine Osinski, 1990, to; [Gary Schneider and John Erdman, New York] (1990-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",76.2 x 101.6 cm (30 x 40 in.),Gelatin silver print,Gelatin silver print,2011
447606,"https://ids.lib.harvard.edu/ids/iiif/400827805/1271,120,828,1104/full/0/native.jpg",17,-7,-11,0,0,337784,Maya,Photographs,Department of Photographs,Modern and Contemporary Art,Alexander Hammid,20th century,1942,American,"Alexander Hammid, 1987, to; [Gary Schneider and John Erdman, New York] (1987-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",19.1 x 18.5 cm (7 1/2 x 7 5/16 in.)\r\nsheet: 25.4 x 20.3 cm (10 x 8 in.),Gelatin silver print,Gelatin silver print,2011
447611,"https://ids.lib.harvard.edu/ids/iiif/400827821/751,45,992,1323/full/0/native.jpg",2,-6,-3,-4,-20,337787,Maya,Photographs,Department of Photographs,Modern and Contemporary Art,Alexander Hammid,20th century,1942,American,"Alexander Hammid, 1987, to; [Gary Schneider and John Erdman, New York] (1987-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",19.2 x 18.5 cm (7 9/16 x 7 5/16 in.)\r\nsheet: 25.4 x 20.3 cm (10 x 8 in.),Gelatin silver print,Gelatin silver print,2011
450152,"https://ids.lib.harvard.edu/ids/iiif/400957444/1274,358,891,1188/full/0/native.jpg",1,-4,14,0,0,339847,"Benefit, The Museum of Modern Art, New York City",Photographs,Department of Photographs,Modern and Contemporary Art,Larry Fink,20th century,1977,American,"Private collection, gift; to Harvard Art Museums, 2014.",35 x 37 cm (13 3/4 x 14 9/16 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),NA,Gelatin silver print,2014
450168,"https://ids.lib.harvard.edu/ids/iiif/400965851/505,631,250,333/full/0/native.jpg",4,7,0,2,0,200412,Daizuigu Bosatsu (Mahapratisara),Paintings,Department of Asian Art,Asian and Mediterranean Art,Hōzan Tankai,18th century,1708,Japanese,NA,"painting proper: H. 103 x W. 51.7 cm (40 9/16 x 20 3/8 in.)\r\noverall including mounting, suspension cord and roller ends: H. 187 x W. 72.8 cm (73 5/8 x 28 11/16 in.)","Hanging scroll; ink, color, and gold on silk",NA,1989
451290,"https://ids.lib.harvard.edu/ids/iiif/401041697/569,342,564,752/full/0/native.jpg",-8,12,-2,12,14,352652,Princess Julia Berlin,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Wolfgang Tillmans,21st century,2010,German,"[Andrea Rosen Gallery, New York], sold; to the Harvard Art Museums, 2015.",15 x 10 cm (5 7/8 x 3 15/16 in.),NA,Chromogenic print,2015
453588,"https://ids.lib.harvard.edu/ids/iiif/404790208/648,63,1391,1561/full/0/native.jpg",9,-7,-9,-2,14,339862,"Ella Baker, who called the 1960 meeting of student activists in Raleigh, North Carolina, that created SNCC",Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1963,American,"Anonymous donor, gift; to Harvard Art Museums, 2012.",22.2 x 32.6 cm (8 3/4 x 12 13/16 in.)\r\nsheet: 27.9 x 35.6 cm (11 x 14 in.),NA,Gelatin silver print,2012
453590,"https://ids.lib.harvard.edu/ids/iiif/404791514/473,491,420,560/full/0/native.jpg",12,7,2,2,2,339865,"Demonstrations at an “all-white” swimming pool in Cairo, Illinois",Photographs,Department of Photographs,Modern and Contemporary Art,Danny Lyon,20th century,1962,American,"Anonymous donor, gift; to Harvard Art Museums, 2012.",22.2 x 32.8 cm (8 3/4 x 12 15/16 in.)\r\nsheet: 27.9 x 35.6 cm (11 x 14 in.),NA,Gelatin silver print,2012
453602,"https://ids.lib.harvard.edu/ids/iiif/404795142/1034,825,900,1200/full/0/native.jpg",11,13,14,-2,6,339845,"English Speaking Union, New York City",Photographs,Department of Photographs,Modern and Contemporary Art,Larry Fink,20th century,1975,American,"Private collection, gift; to the Harvard Art Museums, 2013",35.3 x 35.7 cm (13 7/8 x 14 1/16 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),NA,Gelatin silver print,2013
454183,"https://ids.lib.harvard.edu/ids/iiif/406823362/626,206,801,1068/full/0/native.jpg",0,0,6,0,0,342942,"The Brown Sisters, Boston",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2012,American,"Nicholas Nixon, Massachusetts, created 2012, sold; [Fraenkel Gallery, San Francisco]; to Harvard Art Museums, 2012.",19.4 x 24.4 cm (7 5/8 x 9 5/8 in.)\r\nsheet: 20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2013
454183,"https://ids.lib.harvard.edu/ids/iiif/406823362/1628,0,772,1077/full/0/native.jpg",10,-15,-5,0,0,342942,"The Brown Sisters, Boston",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2012,American,"Nicholas Nixon, Massachusetts, created 2012, sold; [Fraenkel Gallery, San Francisco]; to Harvard Art Museums, 2012.",19.4 x 24.4 cm (7 5/8 x 9 5/8 in.)\r\nsheet: 20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2013
455461,"https://ids.lib.harvard.edu/ids/iiif/412820612/185,788,1437,1612/full/0/native.jpg",-1,-2,-1,2,0,352933,Head of Buddha,Sculpture,Department of Asian Art,Asian and Mediterranean Art,NA,9th century,0,Javanese,"[Kunstzalen A. Vecht,  Amsterdam, The Netherlands, (by 1932)], sold; to Private Collection, New York, (1932-1960's or 1970's). Robert Ellsworth, New York, (by 1980-2015), sold; through [Christies, New York,The Collection of Robert Hatfield Ellsworth Part I, March 17, 2015, lot 23], to: Alan J. and Suzanne W. Dworsky, Cambridge, MA (2015), gift; to the Harvard Art Museums, 2015.\r\n",head only: 39.9 x 24.1 x 31.8 cm (15 11/16 x 9 1/2 x 12 1/2 in.)\r\nwith stand: 59.7 x 24.1 x 31.8 cm (23 1/2 x 9 1/2 x 12 1/2 in.)\r\n138 lb.,"Volcanic stone; from central Java, likely from Borobudur",NA,2015
455463,"https://ids.lib.harvard.edu/ids/iiif/412820620/375,843,1381,1556/full/0/native.jpg",-8,32,0,4,8,352933,Head of Buddha,Sculpture,Department of Asian Art,Asian and Mediterranean Art,NA,9th century,0,Javanese,"[Kunstzalen A. Vecht,  Amsterdam, The Netherlands, (by 1932)], sold; to Private Collection, New York, (1932-1960's or 1970's). Robert Ellsworth, New York, (by 1980-2015), sold; through [Christies, New York,The Collection of Robert Hatfield Ellsworth Part I, March 17, 2015, lot 23], to: Alan J. and Suzanne W. Dworsky, Cambridge, MA (2015), gift; to the Harvard Art Museums, 2015.\r\n",head only: 39.9 x 24.1 x 31.8 cm (15 11/16 x 9 1/2 x 12 1/2 in.)\r\nwith stand: 59.7 x 24.1 x 31.8 cm (23 1/2 x 9 1/2 x 12 1/2 in.)\r\n138 lb.,"Volcanic stone; from central Java, likely from Borobudur",NA,2015
456383,"https://ids.lib.harvard.edu/ids/iiif/417571984/271,91,346,461/full/0/native.jpg",-8,78,9,0,66,227876,The Lamentation over the Dead Christ,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Luca Giordano,17th-18th century,1675,"Italian, Neapolitan",NA,75.9 x 101.9 cm (29 7/8 x 40 1/8 in.),Oil on canvas,NA,1981
457955,"https://ids.lib.harvard.edu/ids/iiif/418483962/1048,423,629,839/full/0/native.jpg",-5,-2,17,0,0,337825,Johnnie Tillmon,Photographs,Department of Photographs,Modern and Contemporary Art,Brian Lanker,20th century,1987,American,"Brian Lanker, 1989, to; [Gary Schneider and John Erdman, New York] (1989-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",38 x 37.6 cm (14 15/16 x 14 13/16 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),Gelatin silver print,Gelatin silver print,2011
459315,"https://ids.lib.harvard.edu/ids/iiif/418687581/820,492,560,747/full/0/native.jpg",15,16,10,0,0,337835,Niara Sudarkasa,Photographs,Department of Photographs,Modern and Contemporary Art,Brian Lanker,20th century,1987,American,"Brian Lanker, 1989, to; [Gary Schneider and John Erdman, New York] (1989-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",37.2 x 37.2 cm (14 5/8 x 14 5/8 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),Gelatin silver print,Gelatin silver print,2011
459601,"https://ids.lib.harvard.edu/ids/iiif/420017295/743,416,1414,1885/full/0/native.jpg",3,31,-7,0,6,337857,Cicely Tyson,Photographs,Department of Photographs,Modern and Contemporary Art,Brian Lanker,20th century,1987,American,"Brian Lanker, 1989, to; [Gary Schneider and John Erdman, New York] (1989-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",38 x 37.6 cm (14 15/16 x 14 13/16 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),Gelatin silver print,Gelatin silver print,2011
464030,"https://ids.lib.harvard.edu/ids/iiif/422514375/799,274,465,620/full/0/native.jpg",0,24,-3,0,4,257565,Jonathan Mayhew,Prints,Department of Prints,European and American Art,Giovanni Battista Cipriani,18th century,1767,Italian,NA,plate: 24.1 × 17.7 cm (9 1/2 × 6 15/16 in.)\r\nsheet: 32.6 × 24.6 cm (12 13/16 × 9 11/16 in.),NA,Etching,1961
465655,"https://ids.lib.harvard.edu/ids/iiif/423216334/545,242,798,1064/full/0/native.jpg",4,-3,-5,0,0,337869,Charlayne Hunter-Gault,Photographs,Department of Photographs,Modern and Contemporary Art,Brian Lanker,20th century,1987,American,"Brian Lanker, 1989, to; [Gary Schneider and John Erdman, New York] (1989-2011), gift/sale; to Harvard Art Museums, 2011. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",37.3 x 36.9 cm (14 11/16 x 14 1/2 in.)\r\nsheet: 50.8 x 40.6 cm (20 x 16 in.),Gelatin silver print,Gelatin silver print,2011
468288,"https://ids.lib.harvard.edu/ids/iiif/425431615/878,0,586,774/full/0/native.jpg",2,9,-16,0,0,356254,Bruce de Sainte Croix Triptych (1 of 3),Photographs,Department of Photographs,Modern and Contemporary Art,Peter Hujar,20th century,1976,American,"[Gary Schneider and John Erdman, New York], gift/sale; to Harvard Art Museums, 2016. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",image: 37.5 × 37.5 cm (14 3/4 × 14 3/4 in.)\r\nsheet: 40.6 × 50.8 cm (16 × 20 in.),Pigmented ink print,Pigment print,2016
468289,"https://ids.lib.harvard.edu/ids/iiif/425431623/253,233,1810,1655/full/0/native.jpg",-4,-27,-4,0,0,356242,Young Self-Portrait (I),Photographs,Department of Photographs,Modern and Contemporary Art,Peter Hujar,20th century,1958,American,"[Gary Schneider and John Erdman, New York], gift/sale; to Harvard Art Museums, 2016. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",image: 27.9 × 35.6 cm (11 × 14 in.)\r\nsheet: 35.6 × 43.2 cm (14 × 17 in.),Pigmented ink print,Pigment print,2016
468292,"https://ids.lib.harvard.edu/ids/iiif/425431635/1658,260,445,593/full/0/native.jpg",-7,28,3,12,24,356257,John Erdman and Gary Schneider at Mohonk Mountain House,Photographs,Department of Photographs,Modern and Contemporary Art,Peter Hujar,20th century,1984,American,"[Gary Schneider and John Erdman, New York], gift/sale; to Harvard Art Museums, 2016. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",image: 37.5 × 37.5 cm (14 3/4 × 14 3/4 in.)\r\nsheet: 40.6 × 50.8 cm (16 × 20 in.),Pigmented ink print,Pigment print,2016
468297,"https://ids.lib.harvard.edu/ids/iiif/425431662/507,270,1360,1813/full/0/native.jpg",0,0,9,0,0,356252,Paul Thek (II),Photographs,Department of Photographs,Modern and Contemporary Art,Peter Hujar,20th century,1975,American,"[Gary Schneider and John Erdman, New York], gift/sale; to Harvard Art Museums, 2016. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",image: 37.5 × 37.5 cm (14 3/4 × 14 3/4 in.)\r\nsheet: 50.8 × 40.6 cm (20 × 16 in.),Pigmented ink print,Pigment print,2016
468298,"https://ids.lib.harvard.edu/ids/iiif/425431658/828,62,904,1205/full/0/native.jpg",0,1,1,0,0,356248,David Wojnarowicz with a Snake,Photographs,Department of Photographs,Modern and Contemporary Art,Peter Hujar,20th century,1981,American,"[Gary Schneider and John Erdman, New York], gift/sale; to Harvard Art Museums, 2016. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",image: 37.5 × 37.5 cm (14 3/4 × 14 3/4 in.)\r\nsheet: 50.8 × 40.6 cm (20 × 16 in.),Pigmented ink print,Pigment print,2016
468300,"https://ids.lib.harvard.edu/ids/iiif/425431676/1022,195,987,1316/full/0/native.jpg",0,11,-10,0,4,356250,"Paul Thek in the Surf, Fire Island",Photographs,Department of Photographs,Modern and Contemporary Art,Peter Hujar,20th century,1966,American,"[Gary Schneider and John Erdman, New York], gift/sale; to Harvard Art Museums, 2016. Note: Printed in collaboration with the artist or the artist's estate and retained by Schneider/Erdman per agreement.",20.3 × 25.4 cm (8 × 10 in.),Pigmented ink print,Pigment print,2016
468680,"https://ids.lib.harvard.edu/ids/iiif/425478801/1011,167,878,1171/full/0/native.jpg",-6,15,-1,0,0,354099,"The Brown Sisters, Wellfleet, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2015,American,"Fraenkel Gallery, San Francisco, sold; to the Harvard Art Museums, 2015.",20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2015
468680,"https://ids.lib.harvard.edu/ids/iiif/425478801/542,299,832,1109/full/0/native.jpg",-2,21,17,0,0,354099,"The Brown Sisters, Wellfleet, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2015,American,"Fraenkel Gallery, San Francisco, sold; to the Harvard Art Museums, 2015.",20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2015
468680,"https://ids.lib.harvard.edu/ids/iiif/425478801/106,105,788,1051/full/0/native.jpg",-6,11,12,0,0,354099,"The Brown Sisters, Wellfleet, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2015,American,"Fraenkel Gallery, San Francisco, sold; to the Harvard Art Museums, 2015.",20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2015
468680,"https://ids.lib.harvard.edu/ids/iiif/425478801/1635,16,765,1375/full/0/native.jpg",7,-26,-3,0,0,354099,"The Brown Sisters, Wellfleet, Massachusetts",Photographs,Department of Photographs,Modern and Contemporary Art,Nicholas Nixon,21st century,2015,American,"Fraenkel Gallery, San Francisco, sold; to the Harvard Art Museums, 2015.",20.3 x 25.4 cm (8 x 10 in.),NA,Gelatin silver print,2015
468698,"https://ids.lib.harvard.edu/ids/iiif/425512471/606,604,642,856/full/0/native.jpg",-4,-4,-3,2,-2,354361,Portrait of Eugène Rose de Beauharnais,Prints,Department of Prints,European and American Art,Pierre Michel Alix,19th century,1800,French,"[James A. Bergquist, Boston], sold; to Harvard Art Museums, 2015.",image: 34.1 × 28.2 cm (13 7/16 × 11 1/8 in.)\r\nplate: 43.5 × 33 cm (17 1/8 × 13 in.)\r\nsheet: 49.8 × 39.9 cm (19 5/8 × 15 11/16 in.),"Wash manner (etching and engraving), in several colors",Wash manner,2015
