imageid,url,pitch,yaw,roll,manual_pitch,manual_yaw,object_id,object_title,object_classification,object_department,object_division,object_artist,object_century,object_datebegin,object_culture,object_provenance,object_dimensions,object_medium,object_technique,object_accessionyear
482655,"https://ids.lib.harvard.edu/ids/iiif/436583661/752,265,575,767/full/0/native.jpg",5,16,4,0,0,304578,George Martin Lane (1823-1897),Paintings,Harvard University Portrait Collection,European and American Art,Léon Bonnat,19th century,1894,French,"Gift by subscription to Harvard College, 1895.",116 x 98 cm (45 11/16 x 38 9/16 in.)\r\nframed: 142.2 x 124.5 x 11.4 cm (56 x 49 x 4 1/2 in.),Oil on canvas,NA,NA
482657,"https://ids.lib.harvard.edu/ids/iiif/436583665/900,348,549,732/full/0/native.jpg",-5,-20,-7,0,0,305020,Ralph Lowell (1890-1978),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Alfred Jonniaux,20th century,0,Belgian,NA,127 x 101.6 cm (50 x 40 in.)\r\nframed: 143.8 x 118.1 x 7.6 cm (56 5/8 x 46 1/2 x 3 in.),Oil on canvas,NA,NA
482672,"https://ids.lib.harvard.edu/ids/iiif/436622330/818,208,714,952/full/0/native.jpg",-5,-12,-4,0,0,304899,Julian Lowell Coolidge (1873-1954),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Bernard M. Keyes,20th century,0,American,NA,91.4 x 76.5 cm (36 x 30 1/8 in.)\r\nframed: 103.5 x 87.9 x 3.5 cm (40 3/4 x 34 5/8 x 1 3/8 in.),Oil on canvas,NA,NA
482687,"https://ids.lib.harvard.edu/ids/iiif/436622374/607,463,438,584/full/0/native.jpg",-1,68,9,0,4,353842,Sketchbook,Drawings,Department of Modern & Contemporary Art,Modern and Contemporary Art,Ralston Crawford,20th century,0,American,"Ralston Crawford, by descent; to Robert F. Crawford, gift; to the Harvard Art Museums, 2015.",18.4 x 13.3 cm (7 1/4 x 5 1/4 in.),Spiral bound sketchbook,NA,2015
482700,"https://ids.lib.harvard.edu/ids/iiif/436623348/617,355,884,1179/full/0/native.jpg",-1,49,-3,-5,30,305018,John Amory Lowell (1798-1881),Paintings,Harvard University Portrait Collection,European and American Art,Jacob H. Lazarus,19th century,1882,American,"By descent to Ralph Lowell, great-grandson of the sitter; his gift to Harvard University, 1978.",81.3 x 68.6 cm (32 x 27 in.)\r\nframed: 106.1 x 92.7 x 8.9 cm (41 3/4 x 36 1/2 x 3 1/2 in.),Oil on canvas,NA,NA
482704,"https://ids.lib.harvard.edu/ids/iiif/436677142/584,181,920,1227/full/0/native.jpg",-6,33,-8,0,10,311165,Susan Heard Oliver Dabney,Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,William Morris Hunt,19th century,1865,American,"Susan Heard Oliver Dabney Beevor, London; her bequest to the Fogg Art Museum, 1939.\r\n",54.6 x 44.5 cm (21 1/2 x 17 1/2 in.)\r\nframed: 77.5 x 68.6 x 3.3 cm (30 1/2 x 27 x 1 5/16 in.),Oil on canvas,NA,1939
482744,"https://ids.lib.harvard.edu/ids/iiif/436692144/700,774,254,339/full/0/native.jpg",-35,4,1,0,0,208844,"Eleven-Headed, Thousand-Armed, Thousand-Eyed Avalokitesvara",Paintings,Department of Asian Art,Asian and Mediterranean Art,NA,18th century,1850,Tibetan,NA,image proper: H. 86 × W. 55.2 cm (33 7/8 × 21 3/4 in.)\r\nframe: H. 120 × W. 79.1 cm (47 1/4 × 31 1/8 in.),"Thangka cut down and framed under glazing; ink, color and gold on fabric",NA,1932
482757,"https://ids.lib.harvard.edu/ids/iiif/436713614/402,1036,231,308/full/0/native.jpg",3,18,1,0,20,302049,James Arnold (1781-1868) and family,Paintings,Harvard University Portrait Collection,European and American Art,Robert Scott Lauder,19th century,1837,Scottish,NA,panel: 111.8 × 86 cm (44 × 33 7/8 in.)\r\nframed: 142.2 × 117.5 cm (56 × 46 1/4 in.),Oil on canvas,NA,NA
482757,"https://ids.lib.harvard.edu/ids/iiif/436713614/1293,1066,224,299/full/0/native.jpg",-1,-33,-18,18,-24,302049,James Arnold (1781-1868) and family,Paintings,Harvard University Portrait Collection,European and American Art,Robert Scott Lauder,19th century,1837,Scottish,NA,panel: 111.8 × 86 cm (44 × 33 7/8 in.)\r\nframed: 142.2 × 117.5 cm (56 × 46 1/4 in.),Oil on canvas,NA,NA
482757,"https://ids.lib.harvard.edu/ids/iiif/436713614/138,854,204,272/full/0/native.jpg",-16,30,-2,0,14,302049,James Arnold (1781-1868) and family,Paintings,Harvard University Portrait Collection,European and American Art,Robert Scott Lauder,19th century,1837,Scottish,NA,panel: 111.8 × 86 cm (44 × 33 7/8 in.)\r\nframed: 142.2 × 117.5 cm (56 × 46 1/4 in.),Oil on canvas,NA,NA
483052,"https://ids.lib.harvard.edu/ids/iiif/436862821/456,37,1082,1443/full/0/native.jpg",-16,-7,-13,0,0,296398,A Lady with a Necklace,Drawings,Department of Drawings,Modern and Contemporary Art,Henri Matisse,20th century,1936,French,"[Paul Rosenberg, Paris], sold; to Paul J. Sachs, Cambridge, Massachusetts (L. 2091), 1938, bequest; to Fogg Art Museum, 1965.",actual: 56.9 x 45.2 cm (22 3/8 x 17 13/16 in.),Black ink on off-white wove paper,NA,1965
483079,"https://ids.lib.harvard.edu/ids/iiif/459572233/1168,1007,491,655/full/0/native.jpg",-11,-5,-3,0,0,225751,Design for a Multimedia Trade Fair Booth,Drawings,Busch-Reisinger Museum,Modern and Contemporary Art,Herbert Bayer,20th century,1924,German,NA,sheet: 54.6 × 46.8 cm (21 1/2 × 18 7/16 in.)\r\nframe: 74 × 58.7 × 2.5 cm (29 1/8 × 23 1/8 × 1 in.)\r\n35.6 × 35.6 × 2.5 cm (14 × 14 × 1 in.),"Opaque watercolor, charcoal, and touches of graphite with collage of cut printed and colored papers on off-white wove paper",NA,1948
483107,"https://ids.lib.harvard.edu/ids/iiif/436867851/649,281,748,997/full/0/native.jpg",-14,19,-3,0,2,359903,Portrait of a Young Woman in White,Paintings,"Department of American Paintings, Sculpture & Decorative Arts",European and American Art,Julien Hudson,19th century,1840,American,"Private collection, Kansas City, MO and California, late 1920s to early 1970s, by descent; to their great-niece and nephew, early 1970s to 1979, gift; to private collection, 1979 to 2017, sold [through Hirschl & Adler Galleries, New York]; to Harvard Art Museums, 2017\r\n",73 × 60.3 cm (28 3/4 × 23 3/4 in.)\r\nframed: 96 × 82.5 cm (37 13/16 × 32 1/2 in.),Oil on canvas,NA,2017
483125,"https://ids.lib.harvard.edu/ids/iiif/436868230/1133,0,1290,1656/full/0/native.jpg",14,-38,-6,-12,-36,225796,"A Rough Life, Herbert Bayer and Xanti Schawinsky, Ascona, Switzerland",Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Josef Albers,20th century,1925,German,NA,image: 16.7 x 23.5 cm (6 9/16 x 9 1/4 in.)\r\nstandard frame: 39.7 x 49.8 cm (15 5/8 x 19 5/8 in.),NA,Gelatin silver print,1949
483127,"https://ids.lib.harvard.edu/ids/iiif/436868222/800,58,516,688/full/0/native.jpg",5,9,6,0,0,319373,"Gertrud Herold in Bauhaus Weaving Workshop, Dessau",Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,Unknown Artist,20th century,1929,German,"Gertrud Herold Baron, 1928, bequest, 1961.\r\nBaron-Baum Family, inheritance, 1961, gift, 2007.\r\n",7.9 x 5.5 cm (3 1/8 x 2 3/16 in.),Gelatin silver print,Gelatin silver print,2007
483129,"https://ids.lib.harvard.edu/ids/iiif/436868242/839,60,1251,1668/full/0/native.jpg",2,3,9,-18,-6,146214,Max Bill and Edmund Collein at the Bauhaus,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,T. Lux Feininger,20th century,1929,German,T. Lux Feininger (1929-1971) gift; to the Busch-Reisinger Museum.,image: 8.5 x 11.2 cm (3 3/8 x 4 7/16 in.)\r\nsheet: 9 x 12 cm (3 9/16 x 4 3/4 in.)\r\nstandard frame: 39.7 x 49.8 cm (15 5/8 x 19 5/8 in.),NA,Gelatin silver print,1971
483129,"https://ids.lib.harvard.edu/ids/iiif/436868242/1817,293,733,1348/full/0/native.jpg",0,-39,-11,0,-36,146214,Max Bill and Edmund Collein at the Bauhaus,Photographs,Busch-Reisinger Museum,Modern and Contemporary Art,T. Lux Feininger,20th century,1929,German,T. Lux Feininger (1929-1971) gift; to the Busch-Reisinger Museum.,image: 8.5 x 11.2 cm (3 3/8 x 4 7/16 in.)\r\nsheet: 9 x 12 cm (3 9/16 x 4 3/4 in.)\r\nstandard frame: 39.7 x 49.8 cm (15 5/8 x 19 5/8 in.),NA,Gelatin silver print,1971
483172,"https://ids.lib.harvard.edu/ids/iiif/437001633/1000,224,757,1009/full/0/native.jpg",10,-65,-1,-18,-60,357594,Seven Chinese Immortals (right screen),Paintings,Department of Asian Art,Asian and Mediterranean Art,Goshun (Matsumura Gekkei),18th-19th century,1780,Japanese,"[Harry Packard, Kyoto, Japan, (by 1987)], sold; to Robert and Betsy Feinberg, Bethesda, MD (1987-2017), gift; to Harvard Art Museums.","painting proper, each panel: 153 × 63.5 cm (60 1/4 × 25 in.)\r\noverall width when spread flat: 381 cm (150 in.)",Right screen of a pair of six-panel folding screens; ink and gold on paper.,NA,2017
483173,"https://ids.lib.harvard.edu/ids/iiif/437001645/1150,285,714,952/full/0/native.jpg",8,-26,-2,0,-18,357594,Seven Chinese Immortals (right screen),Paintings,Department of Asian Art,Asian and Mediterranean Art,Goshun (Matsumura Gekkei),18th-19th century,1780,Japanese,"[Harry Packard, Kyoto, Japan, (by 1987)], sold; to Robert and Betsy Feinberg, Bethesda, MD (1987-2017), gift; to Harvard Art Museums.","painting proper, each panel: 153 × 63.5 cm (60 1/4 × 25 in.)\r\noverall width when spread flat: 381 cm (150 in.)",Right screen of a pair of six-panel folding screens; ink and gold on paper.,NA,2017
483173,"https://ids.lib.harvard.edu/ids/iiif/437001645/690,729,562,749/full/0/native.jpg",3,-31,18,-6,-8,357594,Seven Chinese Immortals (right screen),Paintings,Department of Asian Art,Asian and Mediterranean Art,Goshun (Matsumura Gekkei),18th-19th century,1780,Japanese,"[Harry Packard, Kyoto, Japan, (by 1987)], sold; to Robert and Betsy Feinberg, Bethesda, MD (1987-2017), gift; to Harvard Art Museums.","painting proper, each panel: 153 × 63.5 cm (60 1/4 × 25 in.)\r\noverall width when spread flat: 381 cm (150 in.)",Right screen of a pair of six-panel folding screens; ink and gold on paper.,NA,2017
483337,"https://ids.lib.harvard.edu/ids/iiif/437059180/1020,0,933,1178/full/0/native.jpg",2,-35,1,-5,-20,357595,Seven Chinese Immortals (left screen),Paintings,Department of Asian Art,Asian and Mediterranean Art,Goshun (Matsumura Gekkei),18th-19th century,1780,Japanese,"[Harry Packard, Kyoto, Japan, (by 1987)], sold; to Robert and Betsy Feinberg, Bethesda, MD (1987-2017), gift; to Harvard Art Museums.","painting proper, each panel: 153 × 63.5 cm (60 1/4 × 25 in.)\r\noverall width when spread flat: 381 cm (150 in.)",Left screen of a pair of six-panel folding screens; ink and gold spray on paper.,NA,2017
483339,"https://ids.lib.harvard.edu/ids/iiif/437059200/281,56,969,1292/full/0/native.jpg",12,14,-3,0,5,357595,Seven Chinese Immortals (left screen),Paintings,Department of Asian Art,Asian and Mediterranean Art,Goshun (Matsumura Gekkei),18th-19th century,1780,Japanese,"[Harry Packard, Kyoto, Japan, (by 1987)], sold; to Robert and Betsy Feinberg, Bethesda, MD (1987-2017), gift; to Harvard Art Museums.","painting proper, each panel: 153 × 63.5 cm (60 1/4 × 25 in.)\r\noverall width when spread flat: 381 cm (150 in.)",Left screen of a pair of six-panel folding screens; ink and gold spray on paper.,NA,2017
483340,"https://ids.lib.harvard.edu/ids/iiif/437059188/570,29,475,633/full/0/native.jpg",2,-39,0,-4,-12,357595,Seven Chinese Immortals (left screen),Paintings,Department of Asian Art,Asian and Mediterranean Art,Goshun (Matsumura Gekkei),18th-19th century,1780,Japanese,"[Harry Packard, Kyoto, Japan, (by 1987)], sold; to Robert and Betsy Feinberg, Bethesda, MD (1987-2017), gift; to Harvard Art Museums.","painting proper, each panel: 153 × 63.5 cm (60 1/4 × 25 in.)\r\noverall width when spread flat: 381 cm (150 in.)",Left screen of a pair of six-panel folding screens; ink and gold spray on paper.,NA,2017
484000,"https://ids.lib.harvard.edu/ids/iiif/437224790/361,139,1444,1925/full/0/native.jpg",-2,44,-5,0,30,317344,William H. Bossert  (born 1937),Sculpture,Harvard University Portrait Collection,Modern and Contemporary Art,Cherry Rahn,20th century,1995,American,NA,without base: 33 x 15.9 x 21 cm (13 x 6 1/4 x 8 1/4 in.)\r\nbase: 2.5 x 15.2 x 15.2 cm (1 x 6 x 6 in.),Bronze,Cast,2006
484001,"https://ids.lib.harvard.edu/ids/iiif/437224794/118,143,1440,1920/full/0/native.jpg",11,-34,-2,0,-12,317344,William H. Bossert  (born 1937),Sculpture,Harvard University Portrait Collection,Modern and Contemporary Art,Cherry Rahn,20th century,1995,American,NA,without base: 33 x 15.9 x 21 cm (13 x 6 1/4 x 8 1/4 in.)\r\nbase: 2.5 x 15.2 x 15.2 cm (1 x 6 x 6 in.),Bronze,Cast,2006
484004,"https://ids.lib.harvard.edu/ids/iiif/437224776/498,205,1368,1824/full/0/native.jpg",-8,40,-10,-2,20,317328,Mary Lee Bossert (born 1937),Sculpture,Harvard University Portrait Collection,Modern and Contemporary Art,Cherry Rahn,20th century,1995,American,\r\n,without base: 31.8 x 15.9 x 21.6 cm (12 1/2 x 6 1/4 x 8 1/2 in.)\r\nbase: 2.5 x 15.2 x 15.2 cm (1 x 6 x 6 in.),Bronze on wooden base,Cast,2006
484005,"https://ids.lib.harvard.edu/ids/iiif/437224760/158,231,1308,1744/full/0/native.jpg",6,-50,2,-2,-20,317328,Mary Lee Bossert (born 1937),Sculpture,Harvard University Portrait Collection,Modern and Contemporary Art,Cherry Rahn,20th century,1995,American,\r\n,without base: 31.8 x 15.9 x 21.6 cm (12 1/2 x 6 1/4 x 8 1/2 in.)\r\nbase: 2.5 x 15.2 x 15.2 cm (1 x 6 x 6 in.),Bronze on wooden base,Cast,2006
484007,"https://ids.lib.harvard.edu/ids/iiif/437224752/266,157,1453,1937/full/0/native.jpg",-2,-12,-4,0,0,317328,Mary Lee Bossert (born 1937),Sculpture,Harvard University Portrait Collection,Modern and Contemporary Art,Cherry Rahn,20th century,1995,American,\r\n,without base: 31.8 x 15.9 x 21.6 cm (12 1/2 x 6 1/4 x 8 1/2 in.)\r\nbase: 2.5 x 15.2 x 15.2 cm (1 x 6 x 6 in.),Bronze on wooden base,Cast,2006
484036,"https://ids.lib.harvard.edu/ids/iiif/437264492/351,484,216,288/full/0/native.jpg",-14,70,-10,0,72,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484037,"https://ids.lib.harvard.edu/ids/iiif/437264556/918,370,426,568/full/0/native.jpg",-33,-18,-13,20,-6,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484037,"https://ids.lib.harvard.edu/ids/iiif/437264556/743,136,358,477/full/0/native.jpg",14,7,2,10,0,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484037,"https://ids.lib.harvard.edu/ids/iiif/437264556/489,566,300,400/full/0/native.jpg",-3,33,13,20,10,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484037,"https://ids.lib.harvard.edu/ids/iiif/437264556/1012,1410,216,288/full/0/native.jpg",-27,57,-15,0,70,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484038,"https://ids.lib.harvard.edu/ids/iiif/437264508/472,740,412,549/full/0/native.jpg",9,3,1,4,0,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484038,"https://ids.lib.harvard.edu/ids/iiif/437264508/697,1030,452,603/full/0/native.jpg",-27,-22,-13,24,-6,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484038,"https://ids.lib.harvard.edu/ids/iiif/437264508/187,1225,348,464/full/0/native.jpg",-2,31,14,20,10,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484038,"https://ids.lib.harvard.edu/ids/iiif/437264508/1141,0,442,381/full/0/native.jpg",12,38,-16,0,20,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484039,"https://ids.lib.harvard.edu/ids/iiif/437264520/803,1458,393,445/full/0/native.jpg",11,36,-15,0,20,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484040,"https://ids.lib.harvard.edu/ids/iiif/437264504/1803,28,341,455/full/0/native.jpg",9,-42,-6,18,-42,340521,Eight Chinese Immortals of the Wine Cup,Paintings,Department of Asian Art,Asian and Mediterranean Art,Yamaguchi Soken,18th century,1750,Japanese,"[Mayuyama & Co., Ltd. Tokyo, (1995)], sold; to Robert S. and Betsy G. Feinberg, Bethesda, MD (1995-2018), gift; to the Harvard Art Museums, 2018.","painting proper: H. 136.3 × W. 58 cm (53 11/16 × 22 13/16 in.)\r\noverall mounting, including roller ends and suspension cord: H. 205.5 × W. 77 cm (80 7/8 × 30 5/16 in.)",Hanging scroll; ink and light color on silk.,NA,2018
484233,"https://ids.lib.harvard.edu/ids/iiif/437382529/734,309,476,635/full/0/native.jpg",-15,7,-8,2,0,360075,Madonna amidst Flowers (Tulips),Drawings,Busch-Reisinger Museum,Modern and Contemporary Art,Emil Nolde,20th century,1930,German,"[Nolde Estate, Stiftung Seebüll]; [Knoedler Gallery, New York], sold; to Private Collection, Cambridge, MA (1968-2017), gift; to the Busch-Reisinger Museum, 2017.",35.9 × 50.8 cm (14 1/8 × 20 in.),Watercolor on mulberry paper,NA,2017
484235,"https://ids.lib.harvard.edu/ids/iiif/437385007/427,200,714,952/full/0/native.jpg",6,-14,-5,0,0,360180,"Woman with bangs, N.Y.C. 1961",Photographs,Department of Photographs,Modern and Contemporary Art,Diane Arbus,20th century,1961,American,"The Estate of Diane Arbus; Jeffrey Fraenkel and Frish Brandt, San Francisco, gift; to the Harvard Art Museums, 2017",27.9 × 35.6 cm (11 × 14 in.),NA,Gelatin silver print,2017
484297,"https://ids.lib.harvard.edu/ids/iiif/437393043/743,201,1130,1507/full/0/native.jpg",-4,9,-3,5,10,305090,Francis Cabot Lowell (1856-1911),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Marcel Imbs,19th-20th century,0,French,NA,68 x 68 cm (26 3/4 x 26 3/4 in.)\r\nframed: 82.6 x 80.7 x 4.5 cm (32 1/2 x 31 3/4 x 1 3/4 in.),Oil on canvas,NA,NA
484298,"https://ids.lib.harvard.edu/ids/iiif/437398323/691,165,706,941/full/0/native.jpg",-6,-28,11,0,-18,304605,George Pierce Baker (1866-1935),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Gardner Cox,20th century,1969,American,NA,Stretcher: 112.4 × 89.9 × 2.5 cm (44 1/4 × 35 3/8 × 1 in.),Oil on canvas,NA,NA
484300,"https://ids.lib.harvard.edu/ids/iiif/437398315/433,245,1470,1960/full/0/native.jpg",-15,55,0,15,45,230458,Portrait of a Man,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Attributed to Frederic George Stephens,19th-20th century,0,British,"E. Carlsberg. [Jacques Furst, New York] sold January 1939; to Grenville L. Winthrop, bequest; to Fogg Art Museum, 1943.\r\n\r\nIt is unclear from documentation if Furst actually owned the painting or sold it for Carlsberg.\r\n",39.1 x 31.4 cm (15 3/8 x 12 3/8 in.)\r\nframed: 59.1 x 51.4 x 6.4 cm (23 1/4 x 20 1/4 x 2 1/2 in.),Oil on canvas,NA,1943
484348,"https://ids.lib.harvard.edu/ids/iiif/437405084/721,284,498,664/full/0/native.jpg",-9,17,-7,-6,16,360075,Madonna amidst Flowers (Tulips),Drawings,Busch-Reisinger Museum,Modern and Contemporary Art,Emil Nolde,20th century,1930,German,"[Nolde Estate, Stiftung Seebüll]; [Knoedler Gallery, New York], sold; to Private Collection, Cambridge, MA (1968-2017), gift; to the Busch-Reisinger Museum, 2017.",35.9 × 50.8 cm (14 1/8 × 20 in.),Watercolor on mulberry paper,NA,2017
484362,"https://ids.lib.harvard.edu/ids/iiif/437423221/874,118,550,733/full/0/native.jpg",-18,-19,1,0,0,304964,Elliot Perkins (1901-1985),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Walter Stuempfig,20th century,1960,American,NA,132.6 x 101.8 cm (52 3/16 x 40 1/16 in.)\r\nframed: 182.9 x 151.8 x 7.6 cm (72 x 59 3/4 x 3 in.),Oil on canvas,NA,NA
484368,"https://ids.lib.harvard.edu/ids/iiif/437424419/1709,651,312,416/full/0/native.jpg",-63,41,2,40,15,359994,Man Reads in Destroyed Control Room,Photographs,Department of Photographs,Modern and Contemporary Art,Steve McCurry,20th century,1991,American,"Steve McCurry, gift; to the Harvard Art Museums, 2017.",image: 38.7 × 57.5 cm (15 1/4 × 22 5/8 in.)\r\nsheet: 50.8 × 61 cm (20 × 24 in.),Digital print on Epson Exhibition Fiber Paper,NA,2017
484385,"https://ids.lib.harvard.edu/ids/iiif/437439661/581,198,595,793/full/0/native.jpg",7,-26,-8,0,2,357201,"Officer, World War I, Cologne",Photographs,Department of Photographs,Modern and Contemporary Art,August Sander,20th century,1914,German,"Gunther Sander, Germany, sold; to the Estate of Walter Schünemann, Bremen, Germany, sold; to Collection artbeau4, Hamburg, Germany (2015-2016), sold [through Deborah Bell Photographs, New York]; to the Harvard Art Museums, 2016.",image: 25.4 × 17.5 cm (10 × 6 7/8 in.)\r\nmount: 44.1 × 34.3 cm (17 3/8 × 13 1/2 in.)\r\nframe: 45.7 × 35.6 × 3.2 cm (18 × 14 × 1 1/4 in.),NA,Gelatin silver print,2016
484393,"https://ids.lib.harvard.edu/ids/iiif/437439824/275,370,309,412/full/0/native.jpg",-20,37,-8,0,0,357205,"Peasants Going to a Dance, Westerwald",Photographs,Department of Photographs,Modern and Contemporary Art,August Sander,20th century,1914,German,"Gunther Sander, Germany, sold; to the Estate of Walter Schünemann, Bremen, Germany, sold; to Collection artbeau4, Hamburg, Germany (2015-2016), sold [through Deborah Bell Photographs, New York]; to the Harvard Art Museums, 2016.",image: 25.4 × 19.7 cm (10 × 7 3/4 in.)\r\nmount: 44.1 × 34.3 cm (17 3/8 × 13 1/2 in.)\r\nframe: 45.7 × 35.6 × 3.2 cm (18 × 14 × 1 1/4 in.),NA,Gelatin silver print,2016
